Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,TimeStamp,Year,Month,Day,Hour,Minute,Second
4.8,4.56,4.9,3.0,1.86,3.67,2.08,1.55,2.74,-2.74,-4.11,-1.62,37.1,29.52,42.41,-34.47,-59.56,-21.34,7.68,7.23,8.15,608.3,601.0,613.7,495718,438057,646847,2021-03-20 16:40:00,2021,3,20,16,40,0
4.33,4.15,4.38,1.08,0.9,2.0,-3.47,-3.62,2.56,1.95,-2.85,2.2,300.0,52.03,289.17,28.13,-41.21,31.52,7.58,7.4,8.75,611.7,606.7,624.1,672121,506667,701632,2021-03-20 16:45:00,2021,3,20,16,45,0
5.07,4.36,5.15,1.84,1.34,2.0,-3.55,-3.83,-3.36,3.1,1.61,3.41,296.15,290.45,299.94,37.28,22.32,41.7,7.92,7.63,8.49,611.7,611.0,621.3,678533,654900,740173,2021-03-20 16:50:00,2021,3,20,16,50,0
4.64,4.52,5.2,2.78,2.12,4.23,-2.6,-3.84,-0.95,1.29,-0.34,2.7,322.26,298.94,347.36,16.67,-5.05,31.34,7.57,7.19,7.99,603.4,586.5,611.4,614722,522103,655712,2021-03-20 16:55:00,2021,3,20,16,55,0
5.0,4.81,5.14,4.5,4.44,4.6,-1.99,-2.23,-0.25,0.32,0.1,1.79,340.94,334.16,356.74,3.84,1.07,21.91,7.28,7.21,7.33,587.0,585.3,591.4,519819,518807,531115,2021-03-20 17:00:00,2021,3,20,17,0,0
5.04,4.96,5.08,4.85,4.58,4.94,-1.21,-1.89,-0.98,-0.2,-0.38,0.24,344.06,337.58,348.79,-2.32,-4.38,2.72,7.41,7.29,7.52,586.3,583.2,586.7,516963,495864,524300,2021-03-20 17:05:00,2021,3,20,17,5,0
5.18,5.07,5.23,5.06,4.22,5.14,0.08,-0.96,1.51,-0.61,-2.3,-0.24,3.38,0.86,357.63,-6.84,-27.09,-2.63,7.24,6.95,7.67,591.0,583.8,597.7,504940,399481,557568,2021-03-20 17:10:00,2021,3,20,17,10,0
5.15,5.02,5.28,4.93,4.66,5.12,0.87,0.19,1.49,0.07,-1.29,1.53,10.11,2.24,17.74,0.84,-14.75,17.53,7.33,7.19,7.61,602.2,589.5,610.4,527494,440234,537821,2021-03-20 17:15:00,2021,3,20,17,15,0
5.0,4.98,5.08,4.64,4.62,5.06,-1.09,-1.74,1.49,-0.43,-0.65,0.11,352.18,17.81,357.27,-4.95,-7.55,1.24,7.31,7.08,7.46,592.5,590.9,607.5,526418,439996,538484,2021-03-20 17:20:00,2021,3,20,17,20,0
5.0,4.86,5.04,4.43,4.1,4.76,-1.38,-1.95,-0.04,-1.18,-1.81,1.53,344.94,336.27,359.56,-13.66,-22.67,17.91,7.4,7.25,7.6,586.8,583.3,592.3,534619,526083,552075,2021-03-20 17:25:00,2021,3,20,17,25,0
5.02,4.83,5.31,3.76,3.24,4.93,-0.6,-2.09,0.63,-0.56,-3.91,2.62,349.03,10.27,353.38,-6.59,-47.94,34.18,7.61,7.16,7.86,587.8,582.7,600.3,558975,505368,574205,2021-03-20 17:30:00,2021,3,20,17,30,0
5.4,5.28,5.65,2.88,2.03,3.15,0.3,-1.3,0.99,-4.42,-5.08,-4.15,354.42,5.97,329.55,-56.75,-64.08,-51.46,7.67,7.4,7.77,590.2,588.5,599.9,592713,572987,653192,2021-03-20 17:35:00,2021,3,20,17,35,0
5.38,5.32,5.67,2.38,1.48,3.05,-3.67,-4.1,-1.49,-3.5,-4.51,-2.99,310.12,291.79,327.92,-41.36,-58.06,-32.44,7.82,7.7,7.9,603.1,595.0,608.8,653720,606851,717243,2021-03-20 17:40:00,2021,3,20,17,40,0
5.72,5.64,5.92,4.87,3.98,5.76,-2.35,-3.05,1.13,-1.19,-2.71,-0.24,341.05,11.58,354.28,-11.67,-28.72,-2.54,7.57,6.97,7.72,590.3,587.8,595.0,529317,372402,558831,2021-03-20 17:45:00,2021,3,20,17,45,0
5.55,5.53,5.64,5.45,5.13,5.54,-0.15,-0.85,1.3,-0.61,-1.48,0.27,0.87,2.79,358.44,-6.31,-15.65,2.76,7.41,7.02,7.68,586.0,580.7,588.8,514869,441707,523629,2021-03-20 17:50:00,2021,3,20,17,50,0
5.36,5.19,5.5,4.51,1.0,5.29,-2.07,-4.44,-1.28,1.94,0.77,2.81,326.53,282.68,346.41,21.29,8.09,34.18,7.55,7.45,8.03,589.9,579.3,616.0,552509,510378,721554,2021-03-20 17:55:00,2021,3,20,17,55,0
5.1,5.07,5.21,3.69,3.14,4.51,-1.64,-2.2,-0.25,2.8,2.23,3.62,339.85,329.15,356.87,33.19,26.29,45.67,7.57,7.46,7.6,593.7,590.5,595.9,573688,554600,587108,2021-03-20 18:00:00,2021,3,20,18,0,0
5.3,5.0,5.37,3.92,3.06,4.71,0.1,-0.58,2.27,3.37,1.81,3.57,8.55,1.49,359.07,40.28,20.84,43.14,7.72,7.18,7.88,595.5,587.4,608.8,580166,526362,632063,2021-03-20 18:05:00,2021,3,20,18,5,0
5.37,5.31,5.46,3.41,2.9,4.23,-0.15,-2.27,1.03,4.12,3.11,4.27,350.03,13.7,358.52,49.39,35.52,52.5,7.66,7.34,8.04,599.7,595.3,604.4,580924,572673,624506,2021-03-20 18:10:00,2021,3,20,18,10,0
5.11,5.06,5.23,1.78,1.04,3.41,-2.45,-3.49,-0.3,3.65,3.41,3.94,315.52,286.68,354.94,46.02,43.12,50.9,7.59,7.54,7.98,611.7,600.0,616.5,665627,605953,705735,2021-03-20 18:15:00,2021,3,20,18,15,0
5.07,5.04,5.1,1.44,0.96,1.86,-3.14,-3.33,-2.26,3.79,3.66,4.22,295.77,286.07,305.12,48.59,46.59,57.44,7.69,7.47,7.87,615.3,610.3,619.1,691635,662821,713227,2021-03-20 18:20:00,2021,3,20,18,20,0
5.03,4.98,5.04,1.41,0.75,1.85,-1.22,-1.95,-1.06,4.6,4.39,4.85,314.67,305.4,321.35,67.04,61.33,74.99,7.73,7.51,8.35,614.8,607.2,619.0,692674,665192,772524,2021-03-20 18:25:00,2021,3,20,18,25,0
5.07,4.99,5.1,1.82,0.59,2.97,1.04,-0.39,2.19,4.48,3.45,4.99,26.94,29.72,339.72,64.97,43.97,79.81,7.89,7.52,8.16,616.3,599.4,626.2,686731,600783,744670,2021-03-20 18:30:00,2021,3,20,18,30,0
4.92,4.87,5.02,2.51,2.17,2.87,-0.25,-1.41,1.8,4.07,3.53,4.24,6.28,35.61,354.66,56.68,47.78,60.18,7.58,7.47,7.67,605.7,596.1,608.6,647034,618457,674948,2021-03-20 18:35:00,2021,3,20,18,35,0
4.88,4.82,4.92,2.92,2.66,3.15,-2.05,-3.87,0.46,3.09,1.45,3.99,334.62,1.26,325.54,40.37,17.2,55.16,7.45,7.37,7.56,595.3,592.2,601.2,602344,586334,622510,2021-03-20 18:40:00,2021,3,20,18,40,0
4.82,4.58,4.93,2.32,-0.03,2.91,-4.06,-4.64,-1.97,1.36,-0.56,1.99,299.89,269.63,320.32,16.18,-6.86,30.93,7.57,7.39,7.8,597.9,591.9,609.0,655517,584529,751077,2021-03-20 18:45:00,2021,3,20,18,45,0
4.63,4.31,4.66,2.03,1.15,3.42,3.36,1.51,3.51,2.31,1.14,2.66,54.22,23.9,69.36,31.13,14.41,39.14,7.65,7.5,7.74,607.9,591.5,618.3,664917,581830,704960,2021-03-20 18:50:00,2021,3,20,18,50,0
4.35,4.24,4.48,2.67,2.37,3.49,-0.78,-1.57,0.76,3.1,2.31,3.28,349.47,1.38,343.8,48.13,31.47,52.76,7.54,7.48,7.73,601.2,591.1,604.4,649761,590841,669574,2021-03-20 18:55:00,2021,3,20,18,55,0
4.15,4.02,4.26,3.54,2.87,3.82,-1.12,-1.68,0.15,1.62,1.22,2.29,345.08,2.51,349.87,23.42,18.19,33.56,7.31,7.21,7.45,588.1,587.5,597.7,594129,568284,622714,2021-03-20 19:00:00,2021,3,20,19,0,0
4.3,4.21,4.33,3.07,2.32,3.44,0.59,-1.13,1.98,2.72,2.19,2.98,11.03,11.82,354.51,41.45,31.83,46.09,7.4,7.26,7.52,595.9,590.4,609.9,623018,577069,653640,2021-03-20 19:05:00,2021,3,20,19,5,0
4.4,4.27,4.46,3.82,3.02,4.08,1.53,0.89,1.94,1.09,-1.5,1.84,22.47,13.14,32.66,14.37,-20.39,25.15,7.45,6.87,7.55,590.4,589.6,601.3,586658,513285,598546,2021-03-20 19:10:00,2021,3,20,19,10,0
4.37,4.27,4.39,4.16,2.49,4.27,0.89,0.37,1.55,0.13,-0.69,2.94,14.54,5.04,31.8,1.75,-9.2,45.09,7.13,6.56,7.93,592.7,585.8,607.8,512191,399832,684078,2021-03-20 19:15:00,2021,3,20,19,15,0
3.87,3.81,4.2,2.84,2.72,4.06,0.35,-0.1,1.79,-2.36,-2.67,-0.64,11.83,7.32,358.65,-39.69,-44.01,-8.93,7.39,7.27,7.58,589.9,584.5,592.0,626509,584767,644679,2021-03-20 19:20:00,2021,3,20,19,20,0
3.86,3.41,4.12,3.82,3.14,4.04,-0.08,-0.59,0.89,-0.18,-0.45,0.41,0.83,4.7,358.91,-2.63,-6.39,7.0,7.41,7.24,7.56,584.9,583.4,591.4,585867,563673,628118,2021-03-20 19:25:00,2021,3,20,19,25,0
4.07,3.96,4.18,3.86,3.81,3.95,-0.06,-0.54,0.79,-1.08,-1.36,-0.13,0.67,3.55,359.03,-15.61,-19.32,-1.88,7.3,6.89,7.5,584.2,583.0,586.3,570436,525859,600829,2021-03-20 19:30:00,2021,3,20,19,30,0
4.1,4.1,4.58,3.57,-0.62,4.06,-0.8,-3.06,1.1,-0.28,-3.34,0.23,341.96,1.15,348.61,-3.94,-47.3,3.27,7.3,7.21,7.91,587.2,583.0,608.8,564565,556258,831082,2021-03-20 19:35:00,2021,3,20,19,35,0
4.58,4.51,4.61,0.21,-0.05,0.52,-2.69,-3.59,-2.58,-3.64,-3.66,-2.73,274.18,268.94,280.93,-52.99,-54.78,-37.16,7.87,7.39,8.18,607.1,605.5,613.6,784821,728865,823773,2021-03-20 19:40:00,2021,3,20,19,40,0
4.51,4.36,4.54,1.05,0.32,2.38,-3.65,-3.87,-3.09,-2.21,-2.63,-1.41,287.29,274.66,307.61,-29.8,-36.47,-19.88,7.61,7.45,7.95,603.4,595.1,606.1,721298,676459,796896,2021-03-20 19:45:00,2021,3,20,19,45,0
4.4,4.35,4.44,3.47,1.93,3.59,-2.24,-3.28,-1.85,-1.59,-2.04,-0.55,322.56,300.39,332.76,-21.47,-28.24,-7.26,7.55,7.43,7.91,585.9,581.1,598.6,607401,590735,699931,2021-03-20 19:50:00,2021,3,20,19,50,0
4.55,4.49,4.63,2.29,0.75,3.42,-3.43,-3.95,-1.61,-2.19,-2.34,-1.56,308.07,280.72,334.84,-28.86,-31.76,-20.44,7.52,7.37,7.65,591.2,582.8,605.2,644101,580521,739595,2021-03-20 19:55:00,2021,3,20,19,55,0
4.53,4.45,4.67,2.95,1.8,3.94,-2.72,-3.58,-1.29,-1.92,-2.38,-1.0,321.09,296.65,341.83,-25.93,-30.67,-12.86,7.43,7.28,7.59,585.6,581.1,595.2,617395,577989,654191,2021-03-20 20:00:00,2021,3,20,20,0,0
4.75,4.74,4.82,1.07,0.81,1.44,-3.63,-4.04,-3.29,-2.86,-3.03,-2.14,287.05,281.52,293.63,-37.07,-40.12,-26.69,7.65,7.52,7.81,598.2,597.4,602.0,689737,668384,710118,2021-03-20 20:05:00,2021,3,20,20,5,0
4.75,4.71,4.77,1.38,0.12,1.46,-3.8,-3.88,-3.46,-2.72,-2.83,-2.36,284.72,271.82,292.88,-35.03,-36.71,-29.77,7.55,7.46,7.69,600.1,597.3,604.6,698197,675811,759570,2021-03-20 20:10:00,2021,3,20,20,10,0
4.65,4.53,4.75,2.18,1.03,2.31,-3.05,-4.1,-2.4,-2.71,-3.07,-2.12,300.48,284.16,313.87,-35.88,-42.62,-26.6,7.58,7.44,7.65,589.9,588.6,600.8,653042,633601,714640,2021-03-20 20:15:00,2021,3,20,20,15,0
4.52,4.48,4.56,4.08,2.57,4.17,-1.24,-2.24,0.03,-1.73,-3.09,-0.3,341.44,0.49,346.7,-23.02,-43.44,-3.96,7.44,7.34,7.56,581.0,579.9,590.1,573659,556951,643593,2021-03-20 20:20:00,2021,3,20,20,20,0
4.55,4.5,4.59,2.57,2.25,2.74,-1.54,-2.99,-0.5,-2.83,-3.52,-2.55,326.93,307.62,349.05,-41.7,-53.38,-34.05,7.54,7.24,7.76,586.9,586.0,594.3,632922,587652,661406,2021-03-20 20:25:00,2021,3,20,20,25,0
4.68,4.63,4.7,2.16,1.1,2.75,-3.92,-4.05,-2.98,-1.73,-2.35,-1.26,299.44,285.34,312.27,-21.72,-30.24,-15.74,7.55,7.47,7.58,592.4,586.9,602.3,659177,625868,692480,2021-03-20 20:30:00,2021,3,20,20,30,0
4.61,4.6,4.64,0.61,-0.19,0.87,-3.75,-3.87,-3.6,-2.58,-2.77,-2.41,277.55,267.14,283.48,-34.38,-37.24,-31.76,7.66,7.51,7.93,604.9,601.5,607.7,723692,697729,788921,2021-03-20 20:35:00,2021,3,20,20,35,0
4.64,4.62,4.68,0.04,-0.85,0.24,-3.51,-3.72,-3.25,-2.95,-3.24,-2.64,266.85,256.37,274.1,-39.23,-44.61,-36.06,7.97,7.62,8.0,609.2,604.3,610.0,770359,730445,813677,2021-03-20 20:40:00,2021,3,20,20,40,0
4.63,4.54,4.66,-0.45,-1.0,0.18,-4.42,-4.51,-3.59,-1.15,-2.43,-0.87,265.66,257.31,272.62,-14.53,-34.13,-10.88,7.48,0.22,7.98,610.5,605.8,652.5,733253,11379,818536,2021-03-20 20:45:00,2021,3,20,20,45,0
4.51,4.48,4.54,0.98,0.43,1.68,-3.33,-3.88,-2.56,-2.75,-3.57,-1.72,287.64,277.78,295.07,-38.33,-52.99,-22.47,7.62,7.58,7.68,597.9,594.7,602.3,685463,674403,729735,2021-03-20 20:50:00,2021,3,20,20,50,0
4.49,4.46,4.65,1.22,1.01,1.75,-4.0,-4.49,-3.73,-1.13,-1.65,-0.3,287.54,282.8,295.12,-14.99,-22.21,-3.68,7.58,7.55,7.71,601.0,589.9,603.1,691987,658232,702997,2021-03-20 20:55:00,2021,3,20,20,55,0
4.55,4.46,4.64,1.48,0.68,2.14,-3.99,-4.55,-3.76,-0.75,-1.36,-0.34,289.02,278.45,299.59,-9.79,-17.97,-4.25,7.69,7.52,7.87,601.6,593.2,602.8,703555,660903,731347,2021-03-20 21:00:00,2021,3,20,21,0,0
4.49,4.39,4.53,0.77,-0.06,1.24,-4.27,-4.32,-4.03,0.58,-1.44,1.04,280.2,269.21,286.22,7.48,-19.72,13.36,7.53,7.46,7.8,605.7,601.7,607.0,733214,679336,757346,2021-03-20 21:05:00,2021,3,20,21,5,0
4.48,4.38,4.5,1.21,0.64,1.47,-4.28,-4.38,-3.99,0.03,-0.73,0.63,285.56,278.28,290.28,0.45,-9.7,8.29,7.65,7.58,7.94,601.0,599.4,605.0,699792,670697,721151,2021-03-20 21:10:00,2021,3,20,21,10,0
4.61,4.49,4.65,0.85,0.52,2.11,-4.4,-4.56,-3.85,-0.37,-0.86,0.6,284.17,276.54,298.71,-4.65,-11.03,7.64,7.65,7.54,7.82,601.5,591.8,605.9,702100,653355,728357,2021-03-20 21:15:00,2021,3,20,21,15,0
4.48,4.36,4.54,2.64,1.67,3.78,-3.55,-4.08,-1.78,-0.71,-1.31,-0.64,313.9,292.21,334.81,-9.12,-17.37,-8.24,7.7,7.64,7.83,585.7,577.1,591.1,627600,586867,659406,2021-03-20 21:20:00,2021,3,20,21,20,0
4.42,4.35,4.47,3.54,1.99,3.83,-2.07,-3.63,-1.95,-0.63,-1.45,2.16,318.86,298.7,331.55,-8.22,-19.82,29.08,7.79,7.41,7.92,580.4,575.9,593.9,629655,557926,676084,2021-03-20 21:25:00,2021,3,20,21,25,0
4.64,4.62,4.69,3.34,3.03,4.12,-2.46,-2.92,-2.2,-1.39,-2.24,0.82,323.86,318.81,331.97,-17.59,-28.99,10.52,7.94,7.87,8.12,584.0,581.2,585.3,613012,594905,635494,2021-03-20 21:30:00,2021,3,20,21,30,0
4.6,4.48,4.63,3.01,2.47,3.6,-2.55,-3.38,-0.92,-1.73,-3.09,-0.66,322.97,311.72,341.89,-22.36,-46.08,-8.3,7.88,7.73,8.09,583.1,579.7,586.0,626595,573321,647991,2021-03-20 21:35:00,2021,3,20,21,35,0
4.57,4.52,4.62,3.56,3.38,4.18,-1.7,-2.76,-1.38,-1.46,-2.14,-0.92,332.21,320.84,341.4,-18.71,-28.86,-11.55,7.93,7.67,8.06,579.2,577.3,581.1,594219,560015,613303,2021-03-20 21:40:00,2021,3,20,21,40,0
4.62,4.56,4.64,4.37,4.25,4.5,-1.0,-1.64,-0.84,-0.83,-1.08,-0.39,345.68,338.9,349.13,-10.34,-13.59,-4.9,7.92,7.23,8.0,579.0,578.2,579.7,582487,487377,586319,2021-03-20 21:45:00,2021,3,20,21,45,0
4.53,4.47,4.54,3.63,3.0,4.24,0.09,-2.49,0.6,-2.06,-2.48,-1.43,355.14,1.26,355.5,-27.8,-34.74,-18.59,7.78,7.02,8.04,582.5,580.5,593.0,576460,424817,631470,2021-03-20 21:50:00,2021,3,20,21,50,0
4.44,4.33,4.45,2.72,2.09,3.12,1.06,-1.64,1.92,-2.89,-3.69,-2.52,5.97,21.24,346.64,-44.74,-57.33,-36.48,7.91,7.51,8.14,585.8,582.7,588.1,634510,548125,644394,2021-03-20 21:55:00,2021,3,20,21,55,0
4.52,4.32,4.59,2.4,2.18,3.29,1.93,-0.32,3.21,-2.85,-3.29,-2.34,33.64,30.93,354.42,-42.52,-48.1,-31.11,8.0,7.96,8.04,585.1,579.9,585.9,642769,602264,653140,2021-03-20 22:00:00,2021,3,20,22,0,0
4.4,4.32,4.8,2.17,1.85,2.56,1.33,-0.68,3.26,-3.25,-3.69,-2.86,29.12,13.02,345.18,-51.06,-58.34,-37.03,7.85,7.41,8.27,594.2,581.9,597.2,666097,627935,685875,2021-03-20 22:05:00,2021,3,20,22,5,0
4.72,4.71,4.73,2.09,1.54,2.24,3.42,2.57,3.94,-2.41,-3.2,-1.93,57.96,48.97,68.62,-30.98,-43.21,-24.45,7.59,7.44,7.66,598.0,597.1,602.1,679180,633098,703115,2021-03-20 22:10:00,2021,3,20,22,10,0
4.65,4.62,4.71,2.44,1.93,2.81,2.94,1.82,3.85,-2.5,-3.41,-1.87,49.67,36.41,63.38,-33.24,-48.05,-23.5,7.78,7.57,8.12,592.7,582.5,599.3,652880,629971,690942,2021-03-20 22:15:00,2021,3,20,22,15,0
4.62,4.55,4.66,2.55,2.38,2.78,0.65,0.27,0.82,-3.73,-3.95,-3.47,12.62,6.55,16.44,-55.16,-58.66,-50.06,8.2,7.7,8.56,582.4,579.6,583.2,645475,619274,662611,2021-03-20 22:20:00,2021,3,20,22,20,0
4.62,4.61,4.64,3.22,2.68,3.5,1.3,-0.41,1.65,-2.9,-3.4,-2.57,18.05,15.5,353.33,-39.43,-47.71,-35.72,8.05,7.77,8.3,580.4,576.4,582.9,619721,576506,629240,2021-03-20 22:25:00,2021,3,20,22,25,0
4.68,4.64,4.73,3.73,3.44,4.09,1.6,0.88,2.2,-2.32,-2.42,-1.97,23.17,12.12,32.61,-29.8,-31.35,-25.21,8.29,8.16,8.37,576.7,574.3,578.1,601030,579396,620995,2021-03-20 22:30:00,2021,3,20,22,30,0
4.59,4.57,4.63,3.94,3.05,4.5,-0.23,-0.47,0.09,-2.34,-3.34,-0.55,356.45,0.36,356.65,-30.68,-47.3,-6.92,8.36,7.54,8.49,575.0,574.6,578.8,592662,545206,630556,2021-03-20 22:35:00,2021,3,20,22,35,0
4.58,4.44,4.62,3.27,2.68,3.56,-1.1,-1.23,-0.51,-2.86,-3.26,-2.47,343.72,337.68,351.91,-40.26,-45.34,-36.79,8.41,8.25,8.83,576.5,575.9,580.0,616573,604231,663778,2021-03-20 22:40:00,2021,3,20,22,40,0
4.47,4.45,4.51,1.26,1.02,2.91,0.79,-2.34,1.52,-3.97,-4.3,-2.37,18.91,37.82,353.16,-64.76,-73.26,-32.45,8.07,7.79,8.51,588.1,578.7,595.4,704564,597095,734933,2021-03-20 22:45:00,2021,3,20,22,45,0
4.45,4.36,4.59,2.18,0.11,3.5,1.22,0.95,2.14,-3.55,-4.43,-1.13,41.15,29.32,83.47,-54.91,-77.71,-15.42,8.17,4.15,8.46,581.9,575.6,625.9,604519,357768,697699,2021-03-20 22:50:00,2021,3,20,22,50,0
4.54,4.43,4.56,0.54,-0.17,1.76,1.36,1.05,2.38,-4.11,-4.37,-3.74,71.59,37.55,97.41,-65.51,-74.22,-56.91,8.05,7.91,8.16,600.4,585.8,603.0,766584,655897,787881,2021-03-20 22:55:00,2021,3,20,22,55,0
4.43,4.35,4.46,1.49,0.99,1.74,-0.08,-2.76,1.25,-4.04,-4.11,-2.59,348.26,12.1,357.03,-67.87,-69.8,-38.51,7.96,7.87,8.1,591.2,584.6,592.9,682400,650432,708107,2021-03-20 23:00:00,2021,3,20,23,0,0
4.37,4.35,4.42,1.48,1.27,2.52,-2.5,-2.73,-1.93,-3.28,-3.35,-2.14,304.8,297.54,316.13,-49.08,-50.53,-29.93,8.34,8.07,8.4,583.5,581.1,595.2,671425,628400,729946,2021-03-20 23:05:00,2021,3,20,23,5,0
4.39,4.3,4.43,2.29,0.88,2.98,1.03,-1.5,1.61,-3.57,-4.25,-2.61,8.04,24.09,356.37,-55.02,-78.25,-37.69,8.53,7.85,8.84,580.3,575.8,596.5,626920,595061,744333,2021-03-20 23:10:00,2021,3,20,23,10,0
4.26,4.23,4.37,2.91,2.39,3.06,-0.85,-2.74,1.97,-2.55,-2.79,-1.54,352.31,34.14,344.55,-36.16,-41.34,-21.64,8.56,8.4,8.6,575.7,574.1,577.6,616242,610783,626534,2021-03-20 23:15:00,2021,3,20,23,15,0
4.35,4.34,4.42,2.8,1.8,3.76,-1.31,-1.51,-0.68,-2.94,-3.8,-1.46,335.53,323.88,345.06,-43.1,-59.63,-19.77,8.77,8.65,9.03,575.7,572.5,582.7,649497,601078,683124,2021-03-20 23:20:00,2021,3,20,23,20,0
4.32,4.23,4.37,2.36,2.13,2.96,0.19,-0.62,2.19,-3.2,-3.55,-2.75,7.08,3.66,348.76,-47.47,-56.62,-41.07,8.57,8.05,8.75,579.5,574.2,585.5,628039,565108,668447,2021-03-20 23:25:00,2021,3,20,23,25,0
4.17,4.03,4.26,2.13,1.58,2.32,2.07,-0.27,2.47,-3.0,-3.18,-2.62,31.43,11.55,353.23,-48.66,-52.8,-38.81,8.32,8.17,9.03,582.3,579.5,586.9,672930,615542,690949,2021-03-20 23:30:00,2021,3,20,23,30,0
4.23,4.09,4.31,1.55,1.29,1.9,2.36,0.21,2.54,-3.35,-3.88,-2.68,37.8,9.39,61.2,-51.23,-71.29,-40.55,8.23,8.17,8.58,593.5,586.0,595.2,730212,673991,735085,2021-03-20 23:35:00,2021,3,20,23,35,0
4.24,4.07,4.28,2.43,2.16,2.68,1.36,-2.5,1.87,-2.9,-3.54,-1.62,11.32,1.02,314.2,-43.78,-58.58,-24.91,8.14,7.87,9.08,582.2,576.8,586.2,617799,568084,698143,2021-03-20 23:40:00,2021,3,20,23,40,0
4.19,4.02,4.21,2.7,0.9,3.53,0.04,-3.77,1.49,-1.64,-2.54,1.68,340.26,0.94,291.62,-24.17,-43.27,25.53,8.73,7.91,9.03,577.8,573.1,597.2,681344,606170,713078,2021-03-20 23:45:00,2021,3,20,23,45,0
4.2,4.15,4.21,0.59,0.21,0.76,-3.8,-4.05,-3.78,1.53,0.26,1.74,277.4,273.11,281.13,21.77,3.66,24.59,8.01,7.93,8.17,600.8,598.5,602.3,757516,707185,765804,2021-03-20 23:50:00,2021,3,20,23,50,0
4.1,4.03,4.15,2.83,1.18,3.69,-2.71,-3.9,-1.45,-0.28,-0.9,0.5,311.81,286.92,338.49,-4.16,-12.78,7.0,8.18,7.93,8.84,580.7,572.2,596.1,615681,572481,717038,2021-03-20 23:55:00,2021,3,20,23,55,0
4.1,4.04,4.14,3.23,2.99,3.61,-0.54,-1.84,0.05,-1.55,-2.48,-1.07,347.3,0.16,349.67,-23.23,-37.56,-16.23,8.88,8.67,9.37,573.9,572.5,575.6,605286,586960,673124,2021-03-21 00:00:00,2021,3,21,0,0,0
4.3,4.25,4.32,3.56,3.25,3.87,-1.04,-1.71,-0.88,-2.04,-2.54,-1.69,341.97,332.22,347.24,-28.94,-36.39,-23.02,8.83,8.69,8.88,572.8,571.3,573.6,600470,586691,614607,2021-03-21 00:05:00,2021,3,21,0,5,0
4.33,4.28,4.35,3.55,3.42,3.89,0.6,-0.79,0.76,-2.28,-2.4,-1.88,4.34,9.63,359.8,-32.33,-34.5,-25.85,8.69,8.53,9.22,572.8,571.4,574.6,593879,564342,666502,2021-03-21 00:10:00,2021,3,21,0,10,0
4.24,4.18,4.29,3.27,3.11,3.57,1.02,0.83,1.34,-2.35,-2.8,-1.8,18.03,14.5,22.98,-34.33,-40.97,-25.25,8.96,8.47,9.11,575.2,574.3,579.6,626863,587050,657123,2021-03-21 00:15:00,2021,3,21,0,15,0
4.31,4.23,4.37,3.2,2.94,3.37,1.44,0.8,2.24,-2.33,-2.65,-1.98,24.7,13.43,37.26,-33.58,-37.33,-27.6,9.07,8.87,9.26,577.9,575.7,581.2,654900,607347,672989,2021-03-21 00:20:00,2021,3,21,0,20,0
4.38,4.3,4.39,3.65,3.28,3.77,1.54,0.74,1.68,-1.71,-2.66,-1.29,19.55,12.62,24.5,-23.14,-38.37,-17.38,9.08,8.81,9.14,575.0,574.8,575.4,649136,603058,660812,2021-03-21 00:25:00,2021,3,21,0,25,0
4.36,4.29,4.41,3.63,3.49,3.8,1.37,1.33,1.99,-1.7,-2.11,-1.39,22.37,19.8,29.66,-23.39,-28.58,-19.07,8.98,8.69,9.23,576.2,574.4,576.7,649707,578932,654660,2021-03-21 00:30:00,2021,3,21,0,30,0
4.25,4.24,4.27,3.4,3.26,3.5,1.43,1.29,1.63,-2.08,-2.24,-1.94,23.1,20.52,25.73,-29.48,-31.96,-27.29,9.13,8.63,9.42,577.4,574.9,578.5,655902,581965,699454,2021-03-21 00:35:00,2021,3,21,0,35,0
4.26,4.24,4.27,3.57,3.39,3.81,1.45,0.08,1.54,-1.78,-2.08,-1.75,16.06,1.2,23.34,-25.07,-29.42,-24.27,9.01,8.81,9.12,575.5,573.0,576.7,642028,607448,680405,2021-03-21 00:40:00,2021,3,21,0,40,0
4.38,4.36,4.43,3.46,2.89,3.94,-1.45,-2.8,-0.08,-1.87,-2.04,-1.71,334.67,315.95,358.8,-25.45,-28.52,-24.03,9.27,8.95,9.62,578.2,574.0,578.8,703536,637344,771345,2021-03-21 00:45:00,2021,3,21,0,45,0
4.43,4.4,4.45,3.41,3.34,3.58,0.12,-0.77,0.3,-2.63,-2.91,-2.55,359.18,2.06,359.6,-37.11,-41.09,-35.42,9.26,9.22,9.4,578.5,575.5,578.8,705432,669214,740214,2021-03-21 00:50:00,2021,3,21,0,50,0
4.46,4.43,4.53,3.71,2.89,3.86,0.44,-0.9,2.02,-2.28,-2.73,-2.04,7.44,6.47,359.3,-31.2,-37.79,-28.57,9.63,9.0,9.78,578.3,576.7,582.2,776796,655097,795116,2021-03-21 00:55:00,2021,3,21,0,55,0
